name,year,director,budget,gross,profit,roi
the hot spot,1990,dennis hopper,13000000.0,1293976.0,-11706024.0,-90.04633846153847
cry-baby,1990,john waters,11000000.0,8266343.0,-2733657.0,-24.85142727272727
presumed innocent,1990,alan j. pakula,22000000.0,221303188.0,199303188.0,905.9235818181819
arachnophobia,1990,frank marshall,22000000.0,53208180.0,31208180.0,141.85536363636365
days of thunder,1990,tony scott,60000000.0,157920733.0,97920733.0,163.20122166666667
king of new york,1990,abel ferrara,5300000.0,2554476.0,-2745524.0,-51.80233962264151
gremlins 2: the new batch,1990,joe dante,50000000.0,41482207.0,-8517793.0,-17.035586
rocky v,1990,john g. avildsen,42000000.0,119946358.0,77946358.0,185.58656666666667
young guns ii,1990,geoff murphy,20000000.0,44143410.0,24143410.0,120.71704999999999
miller's crossing,1990,joel coen,14000000.0,5080409.0,-8919591.0,-63.71136428571429
revenge,1990,tony scott,22000000.0,15645616.0,-6354384.0,-28.883563636363636
mermaids,1990,richard benjamin,20000000.0,35419397.0,15419397.0,77.09698499999999
child's play 2,1990,john lafia,13000000.0,35763605.0,22763605.0,175.10465384615387
joe versus the volcano,1990,john patrick shanley,25000000.0,39404261.0,14404261.0,57.61704399999999
slacker,1990,richard linklater,23000.0,1228108.0,1205108.0,5239.6
flatliners,1990,joel schumacher,26000000.0,61489265.0,35489265.0,136.49717307692308
quigley down under,1990,simon wincer,20000000.0,21413105.0,1413105.0,7.065525
nightbreed,1990,clive barker,11000000.0,8862354.0,-2137646.0,-19.433145454545457
the two jakes,1990,jack nicholson,19000000.0,10005969.0,-8994031.0,-47.33700526315789
lionheart,1990,sheldon lettich,6000000.0,24271196.0,18271196.0,304.5199333333333
internal affairs,1990,mike figgis,15000000.0,27734391.0,12734391.0,84.89594
problem child,1990,dennis dugan,10000000.0,72270891.0,62270891.0,622.70891
the rescuers down under,1990,hendel butoy,30000000.0,27931461.0,-2068539.0,-6.895129999999999
house party,1990,reginald hudlin,2500000.0,26385627.0,23885627.0,955.42508
another 48 hrs.,1990,walter hill,38000000.0,153518974.0,115518974.0,303.9973
night of the living dead,1990,tom savini,4200000.0,5835247.0,1635247.0,38.934452380952386
pacific heights,1990,john schlesinger,18000000.0,44926706.0,26926706.0,149.5928111111111
postcards from the edge,1990,mike nichols,22000000.0,39071603.0,17071603.0,77.59819545454546
hard to kill,1990,bruce malmuth,10000000.0,47410827.0,37410827.0,374.10827
the neverending story ii: the next chapter,1990,george miller,36000000.0,17373527.0,-18626473.0,-51.740202777777775
leatherface: texas chainsaw massacre iii,1990,jeff burr,2000000.0,5765562.0,3765562.0,188.2781
frankenhooker,1990,frank henenlotter,2500000.0,205068.0,-2294932.0,-91.79728
state of grace,1990,phil joanou,18000000.0,1911542.0,-16088458.0,-89.38032222222222
bird on a wire,1990,john badham,20000000.0,138697012.0,118697012.0,593.48506
memphis belle,1990,michael caton-jones,23000000.0,27441977.0,4441977.0,19.31294347826087
the adventures of ford fairlane,1990,renny harlin,20000000.0,21413502.0,1413502.0,7.06751
marked for death,1990,dwight h. little,12000000.0,57968936.0,45968936.0,383.07446666666664
slumber party massacre iii,1990,sally mattison,350000.0,1242995.0,892995.0,255.14142857142858
dreams,1990,akira kurosawa,12000000.0,2970161.0,-9029839.0,-75.24865833333332
air america,1990,roger spottiswoode,35000000.0,33461269.0,-1538731.0,-4.396374285714286
class of 1999,1990,mark l. lester,5200000.0,2459895.0,-2740105.0,-52.69432692307693
death warrant,1990,deran sarafian,4000000.0,16853487.0,12853487.0,321.337175
quick change,1990,howard franklin,15000000.0,15260154.0,260154.0,1.7343600000000001
hardware,1990,richard stanley,1500000.0,5728953.0,4228953.0,281.9302
mr. destiny,1990,james orr,20000000.0,15379253.0,-4620747.0,-23.103735
the freshman,1990,andrew bergman,12000000.0,21460601.0,9460601.0,78.83834166666666
navy seals,1990,lewis teague,20000000.0,25069101.0,5069101.0,25.345505000000003
graveyard shift,1990,ralph s. singleton,10500000.0,11582891.0,1082891.0,10.313247619047619
the sheltering sky,1990,bernardo bertolucci,25000000.0,2075084.0,-22924916.0,-91.699664
dark angel,1990,craig r. baxley,7000000.0,4348368.0,-2651632.0,-37.880457142857146
mo' better blues,1990,spike lee,10000000.0,16153593.0,6153593.0,61.53593000000001
bad influence,1990,curtis hanson,7000000.0,12626043.0,5626043.0,80.37204285714286
tales from the darkside: the movie,1990,john harrison,3500000.0,16324573.0,12824573.0,366.41637142857144
the rookie,1990,clint eastwood,10000000.0,21633874.0,11633874.0,116.33874
green card,1990,peter weir,12500000.0,29888235.0,17388235.0,139.10587999999998
metropolitan,1990,whit stillman,230000.0,2960492.0,2730492.0,1187.1704347826087
almost an angel,1990,john cornell,25000000.0,6939946.0,-18060054.0,-72.240216
everybody wins,1990,karel reisz,19000000.0,1372350.0,-17627650.0,-92.77710526315789
havana,1990,sydney pollack,40000000.0,9645440.0,-30354560.0,-75.8864
the russia house,1990,fred schepisi,21800000.0,22997992.0,1197992.0,5.495376146788991
white hunter black heart,1990,clint eastwood,24000000.0,2319124.0,-21680876.0,-90.33698333333334
avalon,1990,barry levinson,20000000.0,15779578.0,-4220422.0,-21.10211
fire birds,1990,david green,22000000.0,14760451.0,-7239549.0,-32.90704090909091
alice,1990,woody allen,12000000.0,7331647.0,-4668353.0,-38.90294166666667
the first power,1990,robert resnikoff,10000000.0,22424195.0,12424195.0,124.24195
desperate hours,1990,michael cimino,18000000.0,2742912.0,-15257088.0,-84.7616
cadence,1990,martin sheen,4000000.0,2070871.0,-1929129.0,-48.228225
brain dead,1990,adam simon,2000000.0,1627955.0,-372045.0,-18.60225
ernest goes to jail,1990,john r. cherry iii,9000000.0,25029569.0,16029569.0,178.10632222222222
mountains of the moon,1990,bob rafelson,19000000.0,4011793.0,-14988207.0,-78.8853
two evil eyes,1990,dario argento,9000000.0,349618.0,-8650382.0,-96.11535555555555
trust,1990,hal hartley,700000.0,357400.0,-342600.0,-48.94285714285714
a shock to the system,1990,jan egleson,12000000.0,3417056.0,-8582944.0,-71.52453333333332
the boyfriend school,1990,malcolm mowbray,6700000.0,1171762.0,-5528238.0,-82.51101492537313
roger corman's frankenstein unbound,1990,roger corman,11500000.0,334748.0,-11165252.0,-97.08914782608696
stanley & iris,1990,martin ritt,23000000.0,5820015.0,-17179985.0,-74.69558695652174
spaced invaders,1990,patrick read johnson,3000000.0,15369573.0,12369573.0,412.31910000000005
meet the applegates,1990,michael lehmann,5000000.0,485772.0,-4514228.0,-90.28456
loose cannons,1990,bob clark,15000000.0,5585154.0,-9414846.0,-62.76564
where the heart is,1990,john boorman,15000000.0,1106475.0,-13893525.0,-92.6235
downtown,1990,richard benjamin,10000000.0,2346150.0,-7653850.0,-76.5385
gate 2: the trespassers,1990,tibor takács,6500000.0,2032973.0,-4467027.0,-68.72349230769231
come see the paradise,1990,alan parker,17500000.0,947306.0,-16552694.0,-94.58682285714286
the last of the finest,1990,john mackenzie,12000000.0,1531489.0,-10468511.0,-87.23759166666667
graffiti bridge,1990,prince,7500000.0,4562778.0,-2937222.0,-39.162960000000005
sibling rivalry,1990,carl reiner,16000000.0,17854933.0,1854933.0,11.59333125
tune in tomorrow...,1990,jon amiel,11000000.0,1794001.0,-9205999.0,-83.6909
impulse,1990,sondra locke,9000000.0,2544504.0,-6455496.0,-71.72773333333333
terminator 2: judgment day,1991,james cameron,102000000.0,520881154.0,418881154.0,410.6677980392157
point break,1991,kathryn bigelow,24000000.0,83531958.0,59531958.0,248.049825
the silence of the lambs,1991,jonathan demme,19000000.0,272742922.0,253742922.0,1335.4890631578946
hook,1991,steven spielberg,70000000.0,300854823.0,230854823.0,329.7926042857143
boyz n the hood,1991,john singleton,6500000.0,57529070.0,51029070.0,785.0626153846154
cape fear,1991,martin scorsese,35000000.0,182291969.0,147291969.0,420.83419714285714
the addams family,1991,barry sonnenfeld,30000000.0,191502426.0,161502426.0,538.34142
thelma & louise,1991,ridley scott,16500000.0,45456285.0,28956285.0,175.49263636363636
y tu mamá también,1991,alfonso cuarón,2000000.0,33616692.0,31616692.0,1580.8346000000001
robin hood: prince of thieves,1991,kevin reynolds,48000000.0,390493908.0,342493908.0,713.5289750000001
the doors,1991,oliver stone,38000000.0,34416893.0,-3583107.0,-9.42922894736842
beauty and the beast,1991,gary trousdale,25000000.0,424967620.0,399967620.0,1599.87048
fried green tomatoes,1991,jon avnet,11000000.0,119418501.0,108418501.0,985.6227363636365
jfk,1991,oliver stone,40000000.0,205405498.0,165405498.0,413.51374500000003
the rocketeer,1991,joe johnston,35000000.0,46704056.0,11704056.0,33.44016
my girl,1991,howard zieff,17000000.0,59489799.0,42489799.0,249.93999411764705
backdraft,1991,ron howard,40000000.0,152368585.0,112368585.0,280.9214625
bill & ted's bogus journey,1991,peter hewitt,20000000.0,38039850.0,18039850.0,90.19924999999999
city slickers,1991,ron underwood,27000000.0,179033791.0,152033791.0,563.0881148148148
the fisher king,1991,terry gilliam,24000000.0,41895491.0,17895491.0,74.56454583333333
sleeping with the enemy,1991,joseph ruben,19000000.0,174999005.0,155999005.0,821.0473947368421
return to the blue lagoon,1991,william a. graham,11000000.0,2807854.0,-8192146.0,-74.47405454545455
the last boy scout,1991,tony scott,43000000.0,59509925.0,16509925.0,38.39517441860465
star trek vi: the undiscovered country,1991,nicholas meyer,30000000.0,96888996.0,66888996.0,222.96331999999998
my own private idaho,1991,gus van sant,2500000.0,6401336.0,3901336.0,156.05344000000002
drop dead fred,1991,ate de jong,6788000.0,13878411.0,7090411.0,104.45508249852682
hot shots!,1991,jim abrahams,26000000.0,181096164.0,155096164.0,596.5237076923077
hudson hawk,1991,michael lehmann,65000000.0,17218080.0,-47781920.0,-73.51064615384615
the prince of tides,1991,barbra streisand,30000000.0,74787599.0,44787599.0,149.29199666666665
barton fink,1991,joel coen,9000000.0,6153939.0,-2846061.0,-31.622899999999998
nothing but trouble,1991,dan aykroyd,40000000.0,8479793.0,-31520207.0,-78.8005175
what about bob?,1991,frank oz,35000000.0,63707829.0,28707829.0,82.02236857142857
naked lunch,1991,david cronenberg,16000000.0,2641357.0,-13358643.0,-83.49151875000001
teenage mutant ninja turtles ii: the secret of the ooze,1991,michael pressman,25000000.0,78656813.0,53656813.0,214.627252
the naked gun 2½: the smell of fear,1991,david zucker,23000000.0,86930411.0,63930411.0,277.9583086956522
double impact,1991,sheldon lettich,15000000.0,30102717.0,15102717.0,100.68478
the commitments,1991,alan parker,12000000.0,14919570.0,2919570.0,24.32975
new jack city,1991,mario van peebles,8000000.0,47624353.0,39624353.0,495.3044125
toy soldiers,1991,daniel petrie jr.,10000000.0,15073942.0,5073942.0,50.73942
the people under the stairs,1991,wes craven,6000000.0,31347154.0,25347154.0,422.45256666666666
regarding henry,1991,mike nichols,25000000.0,43001500.0,18001500.0,72.006
bugsy,1991,barry levinson,30000000.0,49114016.0,19114016.0,63.71338666666667
doc hollywood,1991,michael caton-jones,20000000.0,54830779.0,34830779.0,174.153895
night on earth,1991,jim jarmusch,3500000.0,2023808.0,-1476192.0,-42.17691428571428
child's play 3,1991,jack bender,13000000.0,20560255.0,7560255.0,58.15580769230769
freddy's dead: the final nightmare,1991,rachel talalay,11000000.0,34872033.0,23872033.0,217.0184818181818
oscar,1991,john landis,35000000.0,23562716.0,-11437284.0,-32.677954285714286
the lovers on the bridge,1991,leos carax,28000000.0,29679.0,-27970321.0,-99.89400357142857
highlander ii: the quickening,1991,russell mulcahy,30000000.0,15556340.0,-14443660.0,-48.14553333333333
stone cold,1991,craig r. baxley,17000000.0,9151887.0,-7848113.0,-46.16537058823529
showdown in little tokyo,1991,mark l. lester,8000000.0,2275557.0,-5724443.0,-71.5555375
jungle fever,1991,spike lee,14000000.0,43882682.0,29882682.0,213.44772857142854
harley davidson and the marlboro man,1991,simon wincer,23000000.0,7434726.0,-15565274.0,-67.67510434782609
flight of the intruder,1991,john milius,35000000.0,14587732.0,-20412268.0,-58.32076571428571
problem child 2,1991,brian levant,15000000.0,32704700.0,17704700.0,118.03133333333334
the hard way,1991,john badham,24000000.0,65595485.0,41595485.0,173.31452083333335
rush,1991,lili fini zanuck,17000000.0,7241350.0,-9758650.0,-57.40382352941177
dead again,1991,kenneth branagh,15000000.0,38016380.0,23016380.0,153.44253333333333
out for justice,1991,john flynn,14000000.0,39673161.0,25673161.0,183.37972142857143
the indian runner,1991,sean penn,7000000.0,191125.0,-6808875.0,-97.26964285714286
life stinks,1991,mel brooks,13000000.0,4102526.0,-8897474.0,-68.4421076923077
frankie and johnny,1991,garry marshall,29000000.0,22773535.0,-6226465.0,-21.47056896551724
soapdish,1991,michael hoffman,25000000.0,36489888.0,11489888.0,45.959551999999995
curly sue,1991,john hughes,25000000.0,33691313.0,8691313.0,34.765252000000004
mannequin: on the move,1991,stewart raffill,13000000.0,3752428.0,-9247572.0,-71.13516923076924
rock-a-doodle,1991,don bluth,18000000.0,11657385.0,-6342615.0,-35.23675
necessary roughness,1991,stan dragoti,13500000.0,26255594.0,12755594.0,94.48588148148148
cool as ice,1991,david kellogg,6000000.0,1193062.0,-4806938.0,-80.11563333333334
switch,1991,blake edwards,14000000.0,15545943.0,1545943.0,11.042449999999999
white fang,1991,randal kleiser,14000000.0,34793160.0,20793160.0,148.52257142857144
until the end of the world,1991,wim wenders,23000000.0,829625.0,-22170375.0,-96.39293478260869
dutch,1991,peter faiman,17000000.0,4603929.0,-12396071.0,-72.91806470588236
shattered,1991,wolfgang petersen,22000000.0,11511031.0,-10488969.0,-47.67713181818182
mobsters,1991,michael karbelnikoff,23000000.0,20246790.0,-2753210.0,-11.970478260869566
dying young,1991,joel schumacher,18000000.0,82264675.0,64264675.0,357.0259722222222
delirious,1991,tom mankiewicz,18000000.0,5546827.0,-12453173.0,-69.18429444444445
little man tate,1991,jodie foster,10000000.0,25010896.0,15010896.0,150.10896
shadows and fog,1991,woody allen,14000000.0,2735731.0,-11264269.0,-80.45906428571429
shakes the clown,1991,bobcat goldthwait,1400000.0,115103.0,-1284897.0,-91.77835714285715
billy bathgate,1991,robert benton,48000000.0,15565363.0,-32434637.0,-67.57216041666668
kafka,1991,steven soderbergh,11000000.0,1059071.0,-9940929.0,-90.37208181818181
johnny suede,1991,tom dicillo,500000.0,90091.0,-409909.0,-81.9818
mystery date,1991,jonathan wacks,10000000.0,6166819.0,-3833181.0,-38.33181
the marrying man,1991,jerry rees,26000000.0,12454768.0,-13545232.0,-52.09704615384615
poison,1991,todd haynes,250000.0,787280.0,537280.0,214.91199999999998
king ralph,1991,david s. ward,23000000.0,52487045.0,29487045.0,128.20454347826086
house party 2,1991,george jackson,5000000.0,19438638.0,14438638.0,288.77276
the perfect weapon,1991,mark disalle,10000000.0,14061361.0,4061361.0,40.61361
under suspicion,1991,simon moore,6000000.0,221295.0,-5778705.0,-96.31174999999999
the princess and the goblin,1991,józsef gémes,10000000.0,2105078.0,-7894922.0,-78.94922
rambling rose,1991,martha coolidge,7500000.0,6266621.0,-1233379.0,-16.445053333333334
pure luck,1991,nadia tass,17010000.0,24941969.0,7931969.0,46.631211052322165
f/x2,1991,richard franklin,16400000.0,21082165.0,4682165.0,28.549786585365855
mortal thoughts,1991,alan rudolph,8000000.0,18784957.0,10784957.0,134.8119625
another you,1991,maurice phillips,17000000.0,2865916.0,-14134084.0,-83.1416705882353
for the boys,1991,mark rydell,40000000.0,23202444.0,-16797556.0,-41.99389
beastmaster 2: through the portal of time,1991,sylvio tabet,6000000.0,869325.0,-5130675.0,-85.51125
eve of destruction,1991,duncan gibbins,13000000.0,5451119.0,-7548881.0,-58.06831538461539
a rage in harlem,1991,bill duke,8000000.0,10438504.0,2438504.0,30.4813
the super,1991,rod daniel,22000000.0,11000863.0,-10999137.0,-49.99607727272728
at play in the fields of the lord,1991,hector babenco,36000000.0,1345903.0,-34654097.0,-96.26138055555555
true colors,1991,herbert ross,20000000.0,418807.0,-19581193.0,-97.905965
a kiss before dying,1991,james dearden,15000000.0,15429177.0,429177.0,2.86118
bingo,1991,matthew robbins,10000000.0,8667684.0,-1332316.0,-13.323160000000001
body parts,1991,eric red,10000000.0,9188150.0,-811850.0,-8.1185
one good cop,1991,heywood gould,4000000.0,11276846.0,7276846.0,181.92115
once around,1991,lasse hallström,16000000.0,14851083.0,-1148917.0,-7.18073125
the taking of beverly hills,1991,sidney j. furie,19000000.0,939277.0,-18060723.0,-95.05643684210526
run,1991,geoff burrowes,16000000.0,4409328.0,-11590672.0,-72.4417
company business,1991,nicholas meyer,18000000.0,1501785.0,-16498215.0,-91.65675
city of hope,1991,john sayles,3000000.0,1345015.0,-1654985.0,-55.16616666666667
liebestraum,1991,mike figgis,6900000.0,133645.0,-6766355.0,-98.06311594202899
closet land,1991,radha bharadwaj,4000000.0,259012.0,-3740988.0,-93.52470000000001
late for dinner,1991,w.d. richter,14000000.0,8906823.0,-5093177.0,-36.37983571428571
reservoir dogs,1992,quentin tarantino,1200000.0,2913644.0,1713644.0,142.80366666666666
basic instinct,1992,paul verhoeven,49000000.0,352927224.0,303927224.0,620.2596408163265
candyman,1992,bernard rose,6000000.0,25795897.0,19795897.0,329.9316166666667
my cousin vinny,1992,jonathan lynn,11000000.0,64088552.0,53088552.0,482.6232
the last of the mohicans,1992,michael mann,40000000.0,75505856.0,35505856.0,88.76464
dracula,1992,francis ford coppola,40000000.0,215862692.0,175862692.0,439.65673
unforgiven,1992,clint eastwood,14400000.0,159157447.0,144757447.0,1005.2600486111111
a few good men,1992,rob reiner,41000000.0,243240178.0,202240178.0,493.2687268292683
a league of their own,1992,penny marshall,40000000.0,132440069.0,92440069.0,231.1001725
the bodyguard,1992,mick jackson,25000000.0,411006740.0,386006740.0,1544.0269600000001
scent of a woman,1992,martin brest,31000000.0,134095253.0,103095253.0,332.56533225806453
batman returns,1992,tim burton,80000000.0,266892996.0,186892996.0,233.616245
the mighty ducks,1992,stephen herek,10000000.0,50752337.0,40752337.0,407.52337
aladdin,1992,ron clements,28000000.0,504050219.0,476050219.0,1700.1793535714285
sister act,1992,emile ardolino,31000000.0,231605150.0,200605150.0,647.1133870967742
alien 3,1992,david fincher,50000000.0,159814498.0,109814498.0,219.628996
death becomes her,1992,robert zemeckis,55000000.0,149022650.0,94022650.0,170.95027272727273
far and away,1992,ron howard,60000000.0,137783840.0,77783840.0,129.63973333333334
under siege,1992,andrew davis,35000000.0,156563139.0,121563139.0,347.32325428571426
deep cover,1992,bill duke,8000000.0,16639799.0,8639799.0,107.9974875
single white female,1992,barbet schroeder,16000000.0,48017402.0,32017402.0,200.10876249999998
cool world,1992,ralph bakshi,30000000.0,14110589.0,-15889411.0,-52.96470333333333
glengarry glen ross,1992,james foley,12500000.0,10725228.0,-1774772.0,-14.198176000000002
wayne's world,1992,penelope spheeris,20000000.0,183097323.0,163097323.0,815.486615
army of darkness,1992,sam raimi,11000000.0,11502976.0,502976.0,4.572509090909091
a river runs through it,1992,robert redford,12000000.0,43440294.0,31440294.0,262.00245
twin peaks: fire walk with me,1992,david lynch,10000000.0,4184990.0,-5815010.0,-58.1501
universal soldier,1992,roland emmerich,23000000.0,36299898.0,13299898.0,57.82564347826087
buffy the vampire slayer,1992,fran rubel kuzui,7000000.0,16624456.0,9624456.0,137.49222857142857
sleepwalkers,1992,mick garris,15000000.0,30524763.0,15524763.0,103.49842
chaplin,1992,richard attenborough,31000000.0,9493259.0,-21506741.0,-69.37658387096775
home alone 2: lost in new york,1992,chris columbus,28000000.0,358994850.0,330994850.0,1182.1244642857143
the hand that rocks the cradle,1992,curtis hanson,11700000.0,88036683.0,76336683.0,652.450282051282
newsies,1992,kenny ortega,15000000.0,2819485.0,-12180515.0,-81.20343333333334
malcolm x,1992,spike lee,33000000.0,48169910.0,15169910.0,45.969424242424246
patriot games,1992,phillip noyce,45000000.0,178051587.0,133051587.0,295.6701933333334
dead alive,1992,peter jackson,3000000.0,242623.0,-2757377.0,-91.91256666666666
poison ivy,1992,katt shea,3000000.0,1829804.0,-1170196.0,-39.00653333333333
sneakers,1992,phil alden robinson,23000000.0,105232691.0,82232691.0,357.5334391304348
the lawnmower man,1992,brett leonard,10000000.0,32100816.0,22100816.0,221.00816
the player,1992,robert altman,8000000.0,21706101.0,13706101.0,171.3262625
encino man,1992,les mayfield,7000000.0,40693477.0,33693477.0,481.33538571428574
lethal weapon 3,1992,richard donner,35000000.0,321731527.0,286731527.0,819.2329342857142
american me,1992,edward james olmos,16000000.0,13086430.0,-2913570.0,-18.209812499999998
el mariachi,1992,robert rodriguez,7000.0,2040920.0,2033920.0,29056.0
bitter moon,1992,roman polanski,5000000.0,1862805.0,-3137195.0,-62.7439
pet sematary ii,1992,mary lambert,8000000.0,17092453.0,9092453.0,113.6556625
bad lieutenant,1992,abel ferrara,1000000.0,2038916.0,1038916.0,103.8916
ferngully: the last rainforest,1992,bill kroyer,24000000.0,32710894.0,8710894.0,36.29539166666667
housesitter,1992,frank oz,26000000.0,94900635.0,68900635.0,265.0024423076923
school ties,1992,robert mandel,18000000.0,14715067.0,-3284933.0,-18.24962777777778
hoffa,1992,danny devito,35000000.0,29302121.0,-5697879.0,-16.279654285714283
juice,1992,ernest r. dickerson,5000000.0,20146880.0,15146880.0,302.93760000000003
3 ninjas,1992,jon turteltaub,6500000.0,29000301.0,22500301.0,346.15847692307693
hellraiser iii: hell on earth,1992,anthony hickox,5000000.0,12534961.0,7534961.0,150.69922
body of evidence,1992,uli edel,30000000.0,13273595.0,-16726405.0,-55.75468333333333
"honey, i blew up the kid",1992,randal kleiser,40000000.0,58662452.0,18662452.0,46.656130000000005
captain ron,1992,thom eberhardt,24000000.0,22518097.0,-1481903.0,-6.174595833333334
passenger 57,1992,kevin hooks,15000000.0,44065653.0,29065653.0,193.77102
children of the corn ii: the final sacrifice,1992,david price,900000.0,6980986.0,6080986.0,675.6651111111112
radio flyer,1992,richard donner,35000000.0,4651977.0,-30348023.0,-86.70863714285714
raising cain,1992,brian de palma,12000000.0,37170057.0,25170057.0,209.75047500000002
orlando,1992,sally potter,4000000.0,5378172.0,1378172.0,34.454299999999996
gladiator,1992,rowdy herrington,20000000.0,9223441.0,-10776559.0,-53.88279500000001
split second,1992,tony maylam,7000000.0,5430822.0,-1569178.0,-22.41682857142857
tom and jerry: the movie,1992,phil roman,8000000.0,3560469.0,-4439531.0,-55.494137499999994
toys,1992,barry levinson,43000000.0,23278931.0,-19721069.0,-45.8629511627907
1492: conquest of paradise,1992,ridley scott,47000000.0,7191399.0,-39808601.0,-84.69915106382979
pure country,1992,christopher cain,10000000.0,15164458.0,5164458.0,51.64458
boomerang,1992,reginald hudlin,42000000.0,131052444.0,89052444.0,212.0296285714286
the power of one,1992,john g. avildsen,18000000.0,2827107.0,-15172893.0,-84.29385
medicine man,1992,john mctiernan,40000000.0,45500797.0,5500797.0,13.751992499999998
honeymoon in vegas,1992,andrew bergman,25000000.0,35208854.0,10208854.0,40.835416
thunderheart,1992,michael apted,15000000.0,22660758.0,7660758.0,51.07172
stop! or my mom will shoot,1992,roger spottiswoode,45000000.0,70611210.0,25611210.0,56.9138
innocent blood,1992,john landis,20000000.0,4943279.0,-15056721.0,-75.283605
lorenzo's oil,1992,george miller,30000000.0,7286388.0,-22713612.0,-75.71204
final analysis,1992,phil joanou,32000000.0,28590665.0,-3409335.0,-10.654171875
stay tuned,1992,peter hyams,25000000.0,10736401.0,-14263599.0,-57.054396
consenting adults,1992,alan j. pakula,18000000.0,21591728.0,3591728.0,19.954044444444445
fortress,1992,stuart gordon,8000000.0,6739141.0,-1260859.0,-15.7607375
once upon a crime...,1992,eugene levy,18000000.0,8669847.0,-9330153.0,-51.83418333333333
mom and dad save the world,1992,greg beeman,14000000.0,2034470.0,-11965530.0,-85.46807142857142
supercop,1992,stanley tong,900000.0,16270600.0,15370600.0,1707.8444444444444
jennifer 8,1992,bruce robinson,20000000.0,11390479.0,-8609521.0,-43.047605
memoirs of an invisible man,1992,john carpenter,40000000.0,14358033.0,-25641967.0,-64.1049175
peter's friends,1992,kenneth branagh,5000000.0,4058564.0,-941436.0,-18.828719999999997
freejack,1992,geoff murphy,30000000.0,17129026.0,-12870974.0,-42.90324666666667
como agua para chocolate,1992,alfonso arau,2000000.0,21744201.0,19744201.0,987.21005
noises off...,1992,peter bogdanovich,12000000.0,2280148.0,-9719852.0,-80.99876666666667
class act,1992,randall miller,7500000.0,13272113.0,5772113.0,76.96150666666666
diggstown,1992,michael ritchie,17000000.0,4836637.0,-12163363.0,-71.54919411764706
kuffs,1992,bruce a. evans,10000000.0,21142815.0,11142815.0,111.42814999999999
mo' money,1992,peter macdonald,10000000.0,40227006.0,30227006.0,302.27006
husbands and wives,1992,woody allen,20000000.0,10555619.0,-9444381.0,-47.221905
trespass,1992,walter hill,14000000.0,13249535.0,-750465.0,-5.3604642857142855
rapid fire,1992,dwight h. little,10000000.0,14356479.0,4356479.0,43.564789999999995
wind,1992,carroll ballard,29000000.0,5519569.0,-23480431.0,-80.96700344827586
hero,1992,stephen frears,42000000.0,19507345.0,-22492655.0,-53.553940476190476
south central,1992,stephen milburn anderson,4000000.0,1373196.0,-2626804.0,-65.67009999999999
the muppet christmas carol,1992,brian henson,12000000.0,32574382.0,20574382.0,171.45318333333333
mr. baseball,1992,fred schepisi,40000000.0,20883046.0,-19116954.0,-47.792384999999996
crisscross,1992,chris menges,14000000.0,3052738.0,-10947262.0,-78.19472857142857
waterland,1992,stephen gyllenhaal,10000000.0,1100218.0,-8899782.0,-88.99782
the distinguished gentleman,1992,jonathan lynn,50000000.0,46666502.0,-3333498.0,-6.666996
white sands,1992,roger donaldson,22000000.0,9011574.0,-12988426.0,-59.0383
knight moves,1992,carl schenkel,9000000.0,923418.0,-8076582.0,-89.7398
light sleeper,1992,paul schrader,5000000.0,1055987.0,-3944013.0,-78.88026
a midnight clear,1992,keith gordon,5000000.0,1526697.0,-3473303.0,-69.46606
a stranger among us,1992,sidney lumet,18000000.0,12282994.0,-5717006.0,-31.761144444444444
where the day takes you,1992,marc rocco,3000000.0,390152.0,-2609848.0,-86.99493333333334
passion fish,1992,john sayles,3330000.0,4814619.0,1484619.0,44.583153153153155
american heart,1992,martin bell,10000000.0,384048.0,-9615952.0,-96.15952
christopher columbus: the discovery,1992,john glen,40000000.0,8251071.0,-31748929.0,-79.37232250000001
the public eye,1992,howard franklin,15000000.0,3067917.0,-11932083.0,-79.54722
article 99,1992,howard deutch,18000000.0,6375979.0,-11624021.0,-64.57789444444444
the mambo kings,1992,arne glimcher,15500000.0,6742168.0,-8757832.0,-56.50214193548388
city of joy,1992,roland joffé,27000000.0,14683921.0,-12316079.0,-45.61510740740741
love field,1992,jonathan kaplan,18000000.0,1014726.0,-16985274.0,-94.36263333333333
mr. saturday night,1992,billy crystal,43000000.0,13351357.0,-29648643.0,-68.95033255813954
twin dragons,1992,ringo lam,10000000.0,8359717.0,-1640283.0,-16.402829999999998
the living end,1992,gregg araki,22769.0,692585.0,669816.0,2941.7892748912996
simple men,1992,hal hartley,3000000.0,143010.0,-2856990.0,-95.233
guncrazy,1992,tamra davis,800000.0,114516.0,-685484.0,-85.6855
folks!,1992,ted kotcheff,15000000.0,6132924.0,-8867076.0,-59.113839999999996
night and the city,1992,irwin winkler,20000000.0,6202756.0,-13797244.0,-68.98622
whispers in the dark,1992,christopher crowe,18000000.0,11124511.0,-6875489.0,-38.197161111111114
man trouble,1992,bob rafelson,30000000.0,4096030.0,-25903970.0,-86.34656666666667
ruby cairo,1992,graeme clifford,24000000.0,608866.0,-23391134.0,-97.46305833333334
the waterdance,1992,neal jimenez,2700000.0,1723319.0,-976681.0,-36.17337037037037
the gun in betty lou's handbag,1992,allan moyle,13000000.0,3721911.0,-9278089.0,-71.3699153846154
tombstone,1993,george p. cosmatos,25000000.0,56505065.0,31505065.0,126.02026
