name,year,director,budget,gross,profit,roi
the shining,1980,stanley kubrick,19000000.0,46998772.0,27998772.0,147.36195789473686
the blue lagoon,1980,randal kleiser,4500000.0,58853106.0,54353106.0,1207.8468
star wars: episode v - the empire strikes back,1980,irvin kershner,18000000.0,538375067.0,520375067.0,2890.9725944444444
airplane!,1980,jim abrahams,3500000.0,83453539.0,79953539.0,2284.386828571429
caddyshack,1980,harold ramis,6000000.0,39846344.0,33846344.0,564.1057333333333
friday the 13th,1980,sean s. cunningham,550000.0,39754601.0,39204601.0,7128.109272727272
the blues brothers,1980,john landis,27000000.0,115229890.0,88229890.0,326.77737037037036
raging bull,1980,martin scorsese,18000000.0,23402427.0,5402427.0,30.013483333333333
superman ii,1980,richard lester,54000000.0,108185706.0,54185706.0,100.34389999999999
the long riders,1980,walter hill,10000000.0,15795189.0,5795189.0,57.95188999999999
any which way you can,1980,buddy van horn,15000000.0,70687344.0,55687344.0,371.24896
the gods must be crazy,1980,jamie uys,5000000.0,30031783.0,25031783.0,500.63566000000003
popeye,1980,robert altman,20000000.0,49823037.0,29823037.0,149.115185
ordinary people,1980,robert redford,6000000.0,54766923.0,48766923.0,812.78205
dressed to kill,1980,brian de palma,6500000.0,31899000.0,25399000.0,390.75384615384615
somewhere in time,1980,jeannot szwarc,5100000.0,9709597.0,4609597.0,90.38425490196079
9 to 5,1980,colin higgins,10000000.0,103300686.0,93300686.0,933.0068600000001
the fog,1980,john carpenter,1000000.0,21448782.0,20448782.0,2044.8782
cruising,1980,william friedkin,11000000.0,19814523.0,8814523.0,80.13202727272727
heaven's gate,1980,michael cimino,44000000.0,3484523.0,-40515477.0,-92.08062954545456
the final countdown,1980,don taylor,12000000.0,16647800.0,4647800.0,38.73166666666666
xanadu,1980,robert greenwald,20000000.0,22762571.0,2762571.0,13.812854999999999
brubaker,1980,stuart rosenberg,9000000.0,37121708.0,28121708.0,312.4634222222222
american gigolo,1980,paul schrader,4800000.0,22743674.0,17943674.0,373.8265416666667
cattle annie and little britches,1980,lamont johnson,5100000.0,534816.0,-4565184.0,-89.51341176470589
private benjamin,1980,howard zieff,10000000.0,69847348.0,59847348.0,598.47348
the hollywood knights,1980,floyd mutrux,4000000.0,10000000.0,6000000.0,150.0
motel hell,1980,kevin connor,3000000.0,6342668.0,3342668.0,111.42226666666666
the stunt man,1980,richard rush,3500000.0,7063886.0,3563886.0,101.82531428571428
the island,1980,michael ritchie,22000000.0,15716828.0,-6283172.0,-28.55987272727273
the nude bomb,1980,clive donner,15000000.0,14662035.0,-337965.0,-2.2531
stardust memories,1980,woody allen,10000000.0,10389003.0,389003.0,3.89003
melvin and howard,1980,jonathan demme,7000000.0,4309490.0,-2690510.0,-38.435857142857145
bronco billy,1980,clint eastwood,6500000.0,24265659.0,17765659.0,273.3178307692308
when time ran out...,1980,james goldstone,20000000.0,3763988.0,-16236012.0,-81.18006
oh heavenly dog,1980,joe camp,6000000.0,6216067.0,216067.0,3.6011166666666665
the octagon,1980,eric karson,4000000.0,18971000.0,14971000.0,374.275
the last flight of noah's ark,1980,charles jarrott,6000000.0,11000000.0,5000000.0,83.33333333333334
willie & phil,1980,paul mazursky,5500000.0,4400000.0,-1100000.0,-20.0
phobia,1980,john huston,5100000.0,59167.0,-5040833.0,-98.83986274509805
indiana jones and the raiders of the lost ark,1981,steven spielberg,18000000.0,389925971.0,371925971.0,2066.2553944444444
an american werewolf in london,1981,john landis,10000000.0,30669378.0,20669378.0,206.69377999999998
escape from new york,1981,john carpenter,6000000.0,25244626.0,19244626.0,320.74376666666666
the evil dead,1981,sam raimi,350000.0,2956630.0,2606630.0,744.7514285714286
porky's,1981,bob clark,2500000.0,111289673.0,108789673.0,4351.58692
blow out,1981,brian de palma,18000000.0,12000000.0,-6000000.0,-33.33333333333333
clash of the titans,1981,desmond davis,15000000.0,41092328.0,26092328.0,173.94885333333335
excalibur,1981,john boorman,11000000.0,34971136.0,23971136.0,217.91941818181817
mad max 2,1981,george miller,3000000.0,23668369.0,20668369.0,688.9456333333334
stripes,1981,ivan reitman,10000000.0,85297000.0,75297000.0,752.97
the cannonball run,1981,hal needham,18000000.0,72179579.0,54179579.0,300.9976611111111
thief,1981,michael mann,5500000.0,11492915.0,5992915.0,108.9620909090909
time bandits,1981,terry gilliam,5000000.0,42368025.0,37368025.0,747.3605
friday the 13th part 2,1981,steve miner,1250000.0,21722776.0,20472776.0,1637.8220800000001
for your eyes only,1981,john glen,28000000.0,54813222.0,26813222.0,95.76150714285714
halloween ii,1981,rick rosenthal,2500000.0,25533818.0,23033818.0,921.35272
taps,1981,harold becker,14000000.0,35856053.0,21856053.0,156.11466428571427
reds,1981,warren beatty,32000000.0,40382659.0,8382659.0,26.195809375
the fox and the hound,1981,directors,12000000.0,63456988.0,51456988.0,428.80823333333336
chariots of fire,1981,hugh hudson,5500000.0,59303359.0,53803359.0,978.2428909090909
absence of malice,1981,sydney pollack,12000000.0,40716963.0,28716963.0,239.30802500000001
tarzan the ape man,1981,john derek,6500000.0,36565280.0,30065280.0,462.54276923076924
victory,1981,john huston,10000000.0,10853418.0,853418.0,8.53418
arthur,1981,steve gordon,7000000.0,95461682.0,88461682.0,1263.7383142857143
history of the world: part i,1981,mel brooks,11000000.0,31672907.0,20672907.0,187.93551818181817
the howling,1981,joe dante,1000000.0,17985893.0,16985893.0,1698.5893
dragonslayer,1981,matthew robbins,18000000.0,14110013.0,-3889987.0,-21.61103888888889
cutter's way,1981,ivan passer,3000000.0,1752634.0,-1247366.0,-41.57886666666666
quest for fire,1981,jean-jacques annaud,12500000.0,20962615.0,8462615.0,67.70092
the final conflict,1981,graham baker,5000000.0,20471382.0,15471382.0,309.42764
mommie dearest,1981,frank perry,5000000.0,19032261.0,14032261.0,280.64522
private lessons,1981,alan myerson,2800000.0,26279000.0,23479000.0,838.5357142857142
the postman always rings twice,1981,bob rafelson,12000000.0,12376625.0,376625.0,3.138541666666667
deadly blessing,1981,wes craven,2500000.0,8279042.0,5779042.0,231.16168
eyewitness,1981,peter yates,8500000.0,6400000.0,-2100000.0,-24.705882352941178
outland,1981,peter hyams,16000000.0,17374595.0,1374595.0,8.59121875
s.o.b.,1981,blake edwards,12000000.0,14867086.0,2867086.0,23.892383333333335
the beyond,1981,lucio fulci,400000.0,123843.0,-276157.0,-69.03925
one from the heart,1981,francis ford coppola,26000000.0,636796.0,-25363204.0,-97.55078461538461
true confessions,1981,ulu grosbard,10000000.0,12850276.0,2850276.0,28.50276
nighthawks,1981,bruce malmuth,5000000.0,19905359.0,14905359.0,298.10718
neighbors,1981,john g. avildsen,8500000.0,29916207.0,21416207.0,251.95537647058822
wolfen,1981,michael wadleigh,17000000.0,10626725.0,-6373275.0,-37.48985294117647
prince of the city,1981,sidney lumet,8600000.0,8124257.0,-475743.0,-5.531895348837209
eyes of a stranger,1981,ken wiederhorn,800000.0,1118634.0,318634.0,39.82925
under the rainbow,1981,steve rash,20000000.0,18826490.0,-1173510.0,-5.86755
carbon copy,1981,michael schultz,6000000.0,9566593.0,3566593.0,59.443216666666665
modern problems,1981,ken shapiro,8000000.0,26154211.0,18154211.0,226.9276375
pennies from heaven,1981,herbert ross,22000000.0,9171289.0,-12828711.0,-58.31232272727272
the legend of the lone ranger,1981,william a. fraker,18000000.0,12617845.0,-5382155.0,-29.90086111111111
sphinx,1981,franklin j. schaffner,14000000.0,2022771.0,-11977229.0,-85.55163571428571
zoot suit,1981,luis valdez,2700000.0,3256082.0,556082.0,20.59562962962963
buddy buddy,1981,billy wilder,10000000.0,7258543.0,-2741457.0,-27.414569999999998
bustin' loose,1981,oz scott,11000000.0,31261269.0,20261269.0,184.19335454545453
heartbeeps,1981,allan arkush,12000000.0,2154696.0,-9845304.0,-82.0442
take this job and shove it,1981,gus trikonis,3500000.0,17569027.0,14069027.0,401.9722
whose life is it anyway?,1981,john badham,13000000.0,8206145.0,-4793855.0,-36.875807692307696
inchon,1981,terence young,46000000.0,5200986.0,-40799014.0,-88.69350869565218
all night long,1981,jean-claude tramont,14000000.0,4454295.0,-9545705.0,-68.18360714285714
the pursuit of d.b. cooper,1981,roger spottiswoode,12000000.0,3702028.0,-8297972.0,-69.14976666666666
rollover,1981,alan j. pakula,16000000.0,10851261.0,-5148739.0,-32.17961875
honky tonk freeway,1981,john schlesinger,24000000.0,2004742.0,-21995258.0,-91.64690833333333
king of the mountain,1981,noel nosseck,2000000.0,1791147.0,-208853.0,-10.44265
fast times at ridgemont high,1982,amy heckerling,4500000.0,27092880.0,22592880.0,502.064
blade runner,1982,ridley scott,28000000.0,41676878.0,13676878.0,48.84599285714285
the thing,1982,john carpenter,15000000.0,19632053.0,4632053.0,30.880353333333332
conan the barbarian,1982,john milius,20000000.0,68851475.0,48851475.0,244.25737500000002
e.t. the extra-terrestrial,1982,steven spielberg,10500000.0,792910554.0,782410554.0,7451.529085714285
first blood,1982,ted kotcheff,15000000.0,125212904.0,110212904.0,734.7526933333334
an officer and a gentleman,1982,taylor hackford,7500000.0,129795554.0,122295554.0,1630.6073866666666
grease 2,1982,patricia birch,13200000.0,15171476.0,1971476.0,14.935424242424242
annie,1982,john huston,50000000.0,57063861.0,7063861.0,14.127722
poltergeist,1982,tobe hooper,10700000.0,77142388.0,66442388.0,620.9568971962617
48 hrs.,1982,walter hill,12000000.0,78868508.0,66868508.0,557.2375666666667
star trek ii: the wrath of khan,1982,nicholas meyer,11200000.0,78912963.0,67712963.0,604.5800267857143
sophie's choice,1982,alan j. pakula,12000000.0,30036000.0,18036000.0,150.29999999999998
gandhi,1982,richard attenborough,22000000.0,52767889.0,30767889.0,139.8540409090909
tootsie,1982,sydney pollack,21000000.0,177200000.0,156200000.0,743.8095238095239
tron,1982,steven lisberger,17000000.0,33000525.0,16000525.0,94.12073529411765
the secret of nimh,1982,don bluth,7000000.0,14665733.0,7665733.0,109.51047142857142
the king of comedy,1982,martin scorsese,20000000.0,2536242.0,-17463758.0,-87.31879
rocky iii,1982,sylvester stallone,17000000.0,125052686.0,108052686.0,635.6040352941177
the beastmaster,1982,don coscarelli,8000000.0,14056528.0,6056528.0,75.70660000000001
creepshow,1982,george a. romero,8000000.0,21028755.0,13028755.0,162.8594375
the man from snowy river,1982,george miller,3500000.0,20659423.0,17159423.0,490.2692285714286
pink floyd: the wall,1982,alan parker,12000000.0,22265763.0,10265763.0,85.54802500000001
cat people,1982,paul schrader,18000000.0,7000000.0,-11000000.0,-61.111111111111114
fanny and alexander,1982,ingmar bergman,6000000.0,6795771.0,795771.0,13.26285
friday the 13th part iii,1982,steve miner,2300000.0,36690067.0,34390067.0,1495.220304347826
firefox,1982,clint eastwood,18000000.0,46708276.0,28708276.0,159.49042222222224
halloween iii: season of the witch,1982,tommy lee wallace,2500000.0,14400000.0,11900000.0,476.0
the dark crystal,1982,jim henson,15000000.0,41630431.0,26630431.0,177.5362066666667
the verdict,1982,sidney lumet,16000000.0,53993738.0,37993738.0,237.4608625
pieces,1982,juan piquer simón,300000.0,2032311.0,1732311.0,577.437
the world according to garp,1982,george roy hill,17000000.0,29712172.0,12712172.0,74.77748235294118
diner,1982,barry levinson,5000000.0,14099953.0,9099953.0,181.99906
the best little whorehouse in texas,1982,colin higgins,35000000.0,69701637.0,34701637.0,99.14753428571429
the year of living dangerously,1982,peter weir,13000000.0,10278575.0,-2721425.0,-20.934038461538464
the last unicorn,1982,jules bass,3500000.0,6455330.0,2955330.0,84.438
the entity,1982,sidney j. furie,9000000.0,13277558.0,4277558.0,47.52842222222222
airplane ii: the sequel,1982,ken finkleman,15000000.0,27150534.0,12150534.0,81.00356
the toy,1982,richard donner,17000000.0,47118057.0,30118057.0,177.1650411764706
the house on sorority row,1982,mark rosman,425000.0,10604986.0,10179986.0,2395.2908235294117
evil under the sun,1982,guy hamilton,10000000.0,6110670.0,-3889330.0,-38.893299999999996
death wish ii,1982,michael winner,2000000.0,16100000.0,14100000.0,705.0
silent rage,1982,michael miller,4500000.0,10490791.0,5990791.0,133.1286888888889
megaforce,1982,hal needham,20000000.0,5675599.0,-14324401.0,-71.622005
personal best,1982,robert towne,16000000.0,5672311.0,-10327689.0,-64.54805625
dead men don't wear plaid,1982,carl reiner,9000000.0,18196170.0,9196170.0,102.17966666666666
amityville ii: the possession,1982,damiano damiani,5000000.0,12534817.0,7534817.0,150.69634000000002
missing,1982,costa-gavras,9500000.0,14000000.0,4500000.0,47.368421052631575
cannery row,1982,david s. ward,11300000.0,5301539.0,-5998461.0,-53.08372566371682
tempest,1982,paul mazursky,13000000.0,5005245.0,-7994755.0,-61.49811538461538
still of the night,1982,robert benton,10000000.0,5979947.0,-4020053.0,-40.20053
parasite,1982,charles band,800000.0,2270.0,-797730.0,-99.71625
honkytonk man,1982,clint eastwood,2000000.0,4484991.0,2484991.0,124.24955
"come back to the 5 & dime jimmy dean, jimmy dean",1982,robert altman,850000.0,840958.0,-9042.0,-1.063764705882353
the final option,1982,ian sharp,6000000.0,2666873.0,-3333127.0,-55.55211666666666
trail of the pink panther,1982,blake edwards,6000000.0,9056073.0,3056073.0,50.93455
the border,1982,tony richardson,22000000.0,6118683.0,-15881317.0,-72.18780454545455
best friends,1982,norman jewison,15000000.0,36821203.0,21821203.0,145.47468666666668
shoot the moon,1982,alan parker,12000000.0,9217530.0,-2782470.0,-23.187250000000002
lookin' to get out,1982,hal ashby,17000000.0,946461.0,-16053539.0,-94.43258235294117
barbarosa,1982,fred schepisi,11000000.0,1736123.0,-9263877.0,-84.21706363636363
the soldier,1982,james glickenhaus,4000000.0,6328816.0,2328816.0,58.220400000000005
wrong is right,1982,richard brooks,10000000.0,3583513.0,-6416487.0,-64.16487
jekyll and hyde... together again,1982,jerry belson,5000000.0,3792188.0,-1207812.0,-24.15624
forced vengeance,1982,james fargo,5000000.0,6660333.0,1660333.0,33.20666
night crossing,1982,delbert mann,10000000.0,8000000.0,-2000000.0,-20.0
things are tough all over,1982,thomas k. avildsen,7000000.0,21134374.0,14134374.0,201.91962857142855
jinxed!,1982,don siegel,13400000.0,2869638.0,-10530362.0,-78.58479104477611
five days one summer,1982,fred zinnemann,15000000.0,199078.0,-14800922.0,-98.67281333333334
partners,1982,james burrows,6000000.0,6062898.0,62898.0,1.0483
"yes, giorgio",1982,franklin j. schaffner,19000000.0,2279543.0,-16720457.0,-88.0024052631579
scarface,1983,brian de palma,25000000.0,65884703.0,40884703.0,163.538812
the outsiders,1983,francis ford coppola,10000000.0,25697647.0,15697647.0,156.97646999999998
star wars: episode vi - return of the jedi,1983,richard marquand,32500000.0,475106177.0,442606177.0,1361.86516
risky business,1983,paul brickman,6200000.0,63541777.0,57341777.0,924.8673709677419
national lampoon's vacation,1983,harold ramis,15000000.0,61399552.0,46399552.0,309.3303466666667
trading places,1983,john landis,15000000.0,90404800.0,75404800.0,502.69866666666667
superman iii,1983,richard lester,39000000.0,59950623.0,20950623.0,53.71954615384615
the big chill,1983,lawrence kasdan,8000000.0,56399659.0,48399659.0,604.9957375
staying alive,1983,sylvester stallone,22000000.0,64892670.0,42892670.0,194.96668181818183
jaws 3-d,1983,joe alves,20500000.0,87987055.0,67487055.0,329.20514634146343
christine,1983,john carpenter,9700000.0,21017849.0,11317849.0,116.6788556701031
flashdance,1983,adrian lyne,4000000.0,92921203.0,88921203.0,2223.030075
wargames,1983,john badham,12000000.0,79567667.0,67567667.0,563.0638916666667
the right stuff,1983,philip kaufman,27000000.0,21192315.0,-5807685.0,-21.509944444444447
krull,1983,peter yates,47000000.0,16916617.0,-30083383.0,-64.00719787234043
the dead zone,1983,david cronenberg,10000000.0,20766616.0,10766616.0,107.66616
octopussy,1983,john glen,27500000.0,67893619.0,40393619.0,146.88588727272727
private school,1983,noel black,3500000.0,14049540.0,10549540.0,301.41542857142855
valley girl,1983,martha coolidge,350000.0,17343596.0,16993596.0,4855.313142857142
rumble fish,1983,francis ford coppola,10000000.0,2494480.0,-7505520.0,-75.0552
videodrome,1983,david cronenberg,5952000.0,2120439.0,-3831561.0,-64.37434475806452
terms of endearment,1983,james l. brooks,8000000.0,108423749.0,100423749.0,1255.2968625
twilight zone: the movie,1983,directors,10000000.0,29450919.0,19450919.0,194.50919
never say never again,1983,irvin kershner,36000000.0,55432841.0,19432841.0,53.980113888888894
a christmas story,1983,bob clark,3300000.0,20653717.0,17353717.0,525.870212121212
cujo,1983,lewis teague,5000000.0,21156152.0,16156152.0,323.12304
sudden impact,1983,clint eastwood,22000000.0,67642693.0,45642693.0,207.46678636363634
blue thunder,1983,john badham,22000000.0,42313354.0,20313354.0,92.33342727272728
breathless,1983,jim mcbride,7500000.0,19910002.0,12410002.0,165.46669333333332
psycho ii,1983,richard franklin,5000000.0,34725000.0,29725000.0,594.5
silkwood,1983,mike nichols,10000000.0,35615609.0,25615609.0,256.15609
all the right moves,1983,michael chapman,5600000.0,17233166.0,11633166.0,207.73510714285712
the keep,1983,michael mann,11000000.0,4218594.0,-6781406.0,-61.64914545454545
yentl,1983,barbra streisand,12000000.0,40218899.0,28218899.0,235.1574916666667
fire and ice,1983,ralph bakshi,1200000.0,760883.0,-439117.0,-36.59308333333333
yellowbeard,1983,mel damski,6500000.0,4300000.0,-2200000.0,-33.84615384615385
the meaning of life,1983,terry jones,9000000.0,14949697.0,5949697.0,66.10774444444445
deathstalker,1983,james sbardellati,457000.0,11919250.0,11462250.0,2508.1509846827134
porky's ii: the next day,1983,bob clark,6500000.0,33759266.0,27259266.0,419.3733230769231
something wicked this way comes,1983,jack clayton,19000000.0,8400000.0,-10600000.0,-55.78947368421052
star 80,1983,bob fosse,12000000.0,6472990.0,-5527010.0,-46.058416666666666
gorky park,1983,michael apted,15000000.0,15856028.0,856028.0,5.706853333333333
lone wolf mcquade,1983,steve carver,5000000.0,12232628.0,7232628.0,144.65256
losin' it,1983,curtis hanson,7000000.0,1246141.0,-5753859.0,-82.19798571428572
screwballs,1983,rafal zielinski,800000.0,2082215.0,1282215.0,160.27687500000002
brainstorm,1983,douglas trumbull,15000000.0,10219460.0,-4780540.0,-31.87026666666667
angel,1983,robert vincent o'neil,3000000.0,17488564.0,14488564.0,482.95213333333334
10 to midnight,1983,j. lee thompson,4520000.0,7175592.0,2655592.0,58.752035398230085
uncommon valor,1983,ted kotcheff,14500000.0,30503151.0,16003151.0,110.36655862068964
mortuary,1983,howard avedis,250000.0,4319001.0,4069001.0,1627.6004
sahara,1983,andrew v. mclaglen,25000000.0,1402962.0,-23597038.0,-94.388152
two of a kind,1983,john herzfeld,14000000.0,23646952.0,9646952.0,68.9068
chained heat,1983,paul nicholas,1250000.0,6149983.0,4899983.0,391.99864
spacehunter: adventures in the forbidden zone,1983,lamont johnson,14400000.0,16478265.0,2078265.0,14.432395833333334
high road to china,1983,brian g. hutton,19000000.0,28445927.0,9445927.0,49.7154052631579
rock & rule,1983,clive smith,8000000.0,30379.0,-7969621.0,-99.6202625
hercules,1983,luigi cozzi,2500000.0,10676194.0,8176194.0,327.04776
under fire,1983,roger spottiswoode,9500000.0,5696391.0,-3803609.0,-40.03798947368421
amityville 3-d,1983,richard fleischer,6000000.0,6333135.0,333135.0,5.55225
the osterman weekend,1983,sam peckinpah,6500000.0,6486797.0,-13203.0,-0.2031230769230769
revenge of the ninja,1983,sam firstenberg,700000.0,13168027.0,12468027.0,1781.1467142857143
to be or not to be,1983,alan johnson,9000000.0,13030214.0,4030214.0,44.78015555555556
the wicked lady,1983,michael winner,8000000.0,724912.0,-7275088.0,-90.93860000000001
of unknown origin,1983,george p. cosmatos,4000000.0,1080470.0,-2919530.0,-72.98825
curse of the pink panther,1983,blake edwards,11000000.0,4491986.0,-6508014.0,-59.16376363636363
d.c. cab,1983,joel schumacher,8000000.0,16134627.0,8134627.0,101.6828375
beyond the limit,1983,john mackenzie,11800000.0,5997566.0,-5802434.0,-49.17316949152543
the survivors,1983,michael ritchie,12000000.0,14000000.0,2000000.0,16.666666666666664
the lonely lady,1983,peter sasdy,5000000.0,1223200.0,-3776800.0,-75.536
the man who loved women,1983,blake edwards,19000000.0,10964740.0,-8035260.0,-42.29084210526316
nightmares,1983,joseph sargent,6000000.0,6670680.0,670680.0,11.178
deal of the century,1983,william friedkin,10000000.0,10369581.0,369581.0,3.6958100000000003
eddie macon's run,1983,jeff kanew,5000000.0,1262691.0,-3737309.0,-74.74618
baby it's you,1983,john sayles,3000000.0,1867792.0,-1132208.0,-37.74026666666666
love letters,1983,amy holden jones,550000.0,5269990.0,4719990.0,858.18
get crazy,1983,allan arkush,5500000.0,1645711.0,-3854289.0,-70.07798181818183
nate and hayes,1983,ferdinand fairfax,12000000.0,1963756.0,-10036244.0,-83.63536666666667
getting it on,1983,william olsen,220000.0,975414.0,755414.0,343.37
lianna,1983,john sayles,300000.0,1530839.0,1230839.0,410.2796666666666
lovesick,1983,marshall brickman,10100000.0,10171304.0,71304.0,0.705980198019802
running brave,1983,donald shebib,8000000.0,3000000.0,-5000000.0,-62.5
trenchcoat,1983,michael tuchner,5000000.0,4304286.0,-695714.0,-13.914280000000002
my brother's wedding,1983,charles burnett,50000.0,26177.0,-23823.0,-47.646
the terminator,1984,james cameron,6400000.0,78371200.0,71971200.0,1124.55
dune,1984,david lynch,40000000.0,30925690.0,-9074310.0,-22.685775
ghostbusters,1984,ivan reitman,30000000.0,296187079.0,266187079.0,887.2902633333334
the karate kid,1984,john g. avildsen,8000000.0,91119319.0,83119319.0,1038.9914875
once upon a time in america,1984,sergio leone,30000000.0,5473212.0,-24526788.0,-81.75596
police academy,1984,hugh wilson,4500000.0,81198894.0,76698894.0,1704.4198666666666
indiana jones and the temple of doom,1984,steven spielberg,28000000.0,333107271.0,305107271.0,1089.668825
body double,1984,brian de palma,10000000.0,8801940.0,-1198060.0,-11.980599999999999
a nightmare on elm street,1984,wes craven,1800000.0,25507137.0,23707137.0,1317.0631666666668
amadeus,1984,milos forman,18000000.0,52066791.0,34066791.0,189.25995
beverly hills cop,1984,martin brest,14000000.0,316360478.0,302360478.0,2159.7176999999997
red dawn,1984,john milius,17000000.0,38376497.0,21376497.0,125.7441
the neverending story,1984,wolfgang petersen,27000000.0,20251411.0,-6748589.0,-24.994774074074076
footloose,1984,herbert ross,8200000.0,80039064.0,71839064.0,876.0861463414635
revenge of the nerds,1984,jeff kanew,8000000.0,40874452.0,32874452.0,410.93064999999996
gremlins,1984,joe dante,11000000.0,153633143.0,142633143.0,1296.6649363636363
romancing the stone,1984,robert zemeckis,10000000.0,86572238.0,76572238.0,765.7223799999999
streets of fire,1984,walter hill,14500000.0,8089290.0,-6410710.0,-44.21179310344828
sixteen candles,1984,john hughes,6500000.0,23686027.0,17186027.0,264.40041538461537
this is spinal tap,1984,rob reiner,2500000.0,4736202.0,2236202.0,89.44807999999999
top secret!,1984,jim abrahams,9000000.0,20458340.0,11458340.0,127.31488888888889
conan the destroyer,1984,richard fleischer,18000000.0,31042035.0,13042035.0,72.45575
children of the corn,1984,fritz kiersch,800000.0,14568989.0,13768989.0,1721.123625
the last starfighter,1984,nick castle,15000000.0,28733290.0,13733290.0,91.55526666666667
splash,1984,ron howard,8000000.0,69821334.0,61821334.0,772.766675
blood simple,1984,joel coen,1500000.0,4228292.0,2728292.0,181.88613333333333
the natural,1984,barry levinson,28000000.0,47951979.0,19951979.0,71.25706785714286
bachelor party,1984,neal israel,5000000.0,38435947.0,33435947.0,668.71894
nausicaä of the valley of the wind,1984,hayao miyazaki,1000000.0,8736506.0,7736506.0,773.6506
friday the 13th: the final chapter,1984,joseph zito,2600000.0,32980880.0,30380880.0,1168.4953846153846
against all odds,1984,taylor hackford,13000000.0,21689062.0,8689062.0,66.83893846153846
supergirl,1984,jeannot szwarc,35000000.0,14296438.0,-20703562.0,-59.15303428571429
the bounty,1984,roger donaldson,25000000.0,8613462.0,-16386538.0,-65.546152
firestarter,1984,mark l. lester,15000000.0,17080167.0,2080167.0,13.86778
c.h.u.d.,1984,douglas cheek,1250000.0,4654423.0,3404423.0,272.35384
the woman in red,1984,gene wilder,9000000.0,25348610.0,16348610.0,181.65122222222223
star trek iii: the search for spock,1984,leonard nimoy,17000000.0,76471046.0,59471046.0,349.8296823529412
repo man,1984,alex cox,1500000.0,129000.0,-1371000.0,-91.4
2010: the year we make contact,1984,peter hyams,28000000.0,40400657.0,12400657.0,44.28806071428571
the killing fields,1984,roland joffé,14400000.0,34700291.0,20300291.0,140.97424305555555
the cotton club,1984,francis ford coppola,58000000.0,25928721.0,-32071279.0,-55.29530862068965
starman,1984,john carpenter,22000000.0,28744356.0,6744356.0,30.656163636363637
night of the comet,1984,thom eberhardt,700000.0,14418922.0,13718922.0,1959.846
the philadelphia experiment,1984,stewart raffill,21000000.0,8103330.0,-12896670.0,-61.41271428571429
bolero,1984,john derek,7000000.0,8914881.0,1914881.0,27.355442857142858
cannonball run ii,1984,hal needham,20000000.0,28078073.0,8078073.0,40.390365
stranger than paradise,1984,jim jarmusch,90000.0,2436000.0,2346000.0,2606.6666666666665
the ice pirates,1984,stewart raffill,9000000.0,14255801.0,5255801.0,58.39778888888889
a passage to india,1984,david lean,16000000.0,27201487.0,11201487.0,70.00929375
purple rain,1984,albert magnoli,7200000.0,70263155.0,63063155.0,875.8771527777778
the hotel new hampshire,1984,tony richardson,7500000.0,5142858.0,-2357142.0,-31.42856
sheena,1984,john guillermin,25000000.0,5778353.0,-19221647.0,-76.886588
missing in action,1984,joseph zito,2550000.0,22812411.0,20262411.0,794.6043529411764
"greystoke: the legend of tarzan, lord of the apes",1984,hugh hudson,30000000.0,45858563.0,15858563.0,52.86187666666666
falling in love,1984,ulu grosbard,12000000.0,11129057.0,-870943.0,-7.257858333333333
birdy,1984,alan parker,12000000.0,1455045.0,-10544955.0,-87.874625
the company of wolves,1984,neil jordan,2000000.0,4389334.0,2389334.0,119.46669999999999
racing with the moon,1984,richard benjamin,6500000.0,6045647.0,-454353.0,-6.990046153846154
"silent night, deadly night",1984,charles e. sellier jr.,1065000.0,2491460.0,1426460.0,133.93990610328638
the pope of greenwich village,1984,stuart rosenberg,8000000.0,6836201.0,-1163799.0,-14.5474875
rhinestone,1984,bob clark,28000000.0,21435321.0,-6564679.0,-23.445282142857142
swing shift,1984,jonathan demme,15000000.0,6650206.0,-8349794.0,-55.66529333333333
beat street,1984,stan lathan,9500000.0,16595791.0,7095791.0,74.69253684210526
the razor's edge,1984,john byrum,13000000.0,6551987.0,-6448013.0,-49.600100000000005
moscow on the hudson,1984,paul mazursky,13000000.0,25068724.0,12068724.0,92.83633846153846
the evil that men do,1984,j. lee thompson,4600000.0,13102025.0,8502025.0,184.8266304347826
firstborn,1984,michael apted,8000000.0,6250994.0,-1749006.0,-21.862575
teachers,1984,arthur hiller,9000000.0,27774237.0,18774237.0,208.60263333333333
the river,1984,mark rydell,18000000.0,11489982.0,-6510018.0,-36.16676666666667
a soldier's story,1984,norman jewison,6000000.0,21821347.0,15821347.0,263.6891166666667
irreconcilable differences,1984,charles shyer,6000000.0,12414210.0,6414210.0,106.9035
city heat,1984,richard benjamin,25000000.0,38348988.0,13348988.0,53.395952
flashpoint,1984,william tannen,10000000.0,3854833.0,-6145167.0,-61.45167
lust in the dust,1984,paul bartel,3000000.0,727639.0,-2272361.0,-75.74536666666667
thief of hearts,1984,douglas day stewart,9000000.0,10435015.0,1435015.0,15.944611111111112
the brother from another planet,1984,john sayles,350000.0,3677209.0,3327209.0,950.6311428571429
broadway danny rose,1984,woody allen,8000000.0,10600497.0,2600497.0,32.5062125
best defense,1984,willard huyck,18000000.0,19265302.0,1265302.0,7.029455555555556
micki + maude,1984,blake edwards,15100000.0,26080861.0,10980861.0,72.72093377483444
protocol,1984,herbert ross,12000000.0,26186631.0,14186631.0,118.221925
choose me,1984,alan rudolph,700000.0,2490233.0,1790233.0,255.74757142857143
